survey_year,survey_quarter,month_start_date,region,main_activity,region_of_residence,country_of_residence,age_group,LifeStage,transport_type,place_visits,place_spend,sample
2022,QTR 2,01/06/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",North of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,50089.28561,8648037.63,1
2022,QTR 2,01/06/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",North of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,36269.84504,1089056.944,1
2022,QTR 2,01/06/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",North of Scotland,Scotland,65-74,Retirement Age,Bus/Coach/taxi,44975.67175,1350462.555,1
2022,QTR 2,01/06/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,16-24,Younger Independents,"Train, underground train, tram",49339.55048,0,1
2022,QTR 2,01/06/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",North of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,105339.4342,2741245.696,1
2022,QTR 2,01/06/2022,"Aberdeen, Aberdeenshire & Moray Speyside",Took part in hobbies and interests,East of Scotland,Scotland,25-34,Families,Private motor vehicle,149325.3282,6476482.689,1
2022,QTR 2,01/06/2022,"Aberdeen, Aberdeenshire & Moray Speyside",Took part in other leisure activities,South East,England,25-34,Families,Private motor vehicle,231168.0054,26316295.77,2
2022,QTR 2,01/06/2022,"Aberdeen, Aberdeenshire & Moray Speyside",Took part in other leisure activities,North of Scotland,Scotland,45-54,Families,Private motor vehicle,93676.80356,7031969.207,1
2022,QTR 2,01/06/2022,"Aberdeen, Aberdeenshire & Moray Speyside",Visited friends or relatives,North of Scotland,Scotland,45-54,Families,Private motor vehicle,50089.28561,1504006.544,1
2022,QTR 2,01/06/2022,"Aberdeen, Aberdeenshire & Moray Speyside",Visited friends or relatives,North of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,72539.69008,1089056.944,2
2022,QTR 2,01/06/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North of Scotland,Scotland,55-64,Older Independents,Bus/Coach/taxi,77144.47648,0,1
2022,QTR 2,01/06/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",North of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,73122.37005,2195609.735,1
2022,QTR 2,01/06/2022,Argyll & the Isles,Visited friends or relatives,West of Scotland,Scotland,25-34,Younger Independents,Water or Air Transport,49095.94041,1105634.889,1
2022,QTR 2,01/06/2022,Ayrshire & Arran,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",South of Scotland,Scotland,16-24,Younger Independents,Bus/Coach/taxi,39337.46087,1181166.748,1
2022,QTR 2,01/06/2022,Ayrshire & Arran,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,50089.28561,13285391.14,1
2022,QTR 2,01/06/2022,Ayrshire & Arran,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,35-44,Older Independents,"Walk, Bicycle",56008.24976,1121154.929,1
2022,QTR 2,01/06/2022,Ayrshire & Arran,Visited friends or relatives,West of Scotland,Scotland,25-34,Families,Private motor vehicle,179190.3938,298914.5857,1
2022,QTR 2,01/06/2022,Ayrshire & Arran,Went sightseeing and exploring areas,West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,42287.13898,0,1
2022,QTR 2,01/06/2022,Ayrshire & Arran,Went sightseeing and exploring areas,South of Scotland,Scotland,25-34,Families,Private motor vehicle,118506.8635,6444563.199,1
2022,QTR 2,01/06/2022,Ayrshire & Arran,Went sightseeing and exploring areas,West of Scotland,Scotland,16-24,Families,Private motor vehicle,71724.11371,3230437.46,1
2022,QTR 2,01/06/2022,Ayrshire & Arran,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,35-44,Families,Private motor vehicle,145820.6067,729747.3702,1
2022,QTR 2,01/06/2022,Dumfries & Galloway,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",South of Scotland,Scotland,16-24,Younger Independents,Bus/Coach/taxi,40190.77362,0,1
2022,QTR 2,01/06/2022,Dumfries & Galloway,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",South of Scotland,Scotland,55-64,Families,Private motor vehicle,28286.25284,0,1
2022,QTR 2,01/06/2022,Dumfries & Galloway,Visited friends or relatives,West of Scotland,Scotland,25-34,Families,Private motor vehicle,316018.3025,16342041.65,1
2022,QTR 2,01/06/2022,Dumfries & Galloway,Went sightseeing and exploring areas,West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,42287.13898,3724556.86,1
2022,QTR 2,01/06/2022,Dumfries & Galloway,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,25-34,Families,Private motor vehicle,59730.13127,1195658.343,1
2022,QTR 2,01/06/2022,Dundee & Angus,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,25-34,Families,Private motor vehicle,49095.94041,3931146.274,1
2022,QTR 2,01/06/2022,Dundee & Angus,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,73190.94874,37713900.92,1
2022,QTR 2,01/06/2022,Dundee & Angus,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,25-34,Families,Private motor vehicle,73643.91062,1228483.211,1
2022,QTR 2,01/06/2022,Dundee & Angus,Visited friends or relatives,East of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,42235.22559,0,1
2022,QTR 2,01/06/2022,Dundee & Angus,Visited friends or relatives,East of Scotland,Scotland,25-34,Families,Private motor vehicle,395022.8782,0,1
2022,QTR 2,01/06/2022,Dundee & Angus,Went sightseeing and exploring areas,East of England,England,25-34,Younger Independents,Private motor vehicle,143900.9488,3168618.634,1
2022,QTR 2,01/06/2022,Dundee & Angus,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,35-44,Families,Private motor vehicle,72910.30333,2189242.111,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,35-44,Families,Private motor vehicle,48245.02275,4442464.607,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",London,England,16-24,Younger Independents,Private motor vehicle,70689.72195,2476326.763,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,25-34,Families,"Walk, Bicycle",79640.17503,199276.3904,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,25-34,Families,Private motor vehicle,222376.0552,5754283.055,2
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,25-34,Families,"Walk, Bicycle",36525.36352,79518.03575,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,35-44,Families,"Train, underground train, tram",145820.6067,4013610.536,2
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,71503.65348,0,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,Took part in hobbies and interests,East of Scotland,Scotland,16-24,Younger Independents,"Train, underground train, tram",39337.46087,1141794.523,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",East of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,77990.97427,2341796.939,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,46303.95225,0,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,Visited friends or relatives,East of Scotland,Scotland,25-34,Younger Independents,Bus/Coach/taxi,40452.00452,1214632.606,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,Visited friends or relatives,East of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,42235.22559,0,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,Visited friends or relatives,East of Scotland,Scotland,25-34,Families,Private motor vehicle,73050.72703,274182.3181,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,Went sightseeing and exploring areas,East of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,71724.11371,8758074.893,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,Went sightseeing and exploring areas,South East Wales,Wales,25-34,Younger Independents,Private motor vehicle,25359.31876,0,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,Went sightseeing and exploring areas,East of Scotland,Scotland,25-34,Families,Private motor vehicle,149325.3282,3138603.149,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,65-74,Retirement Age,Bus/Coach/taxi,91637.38125,596169.3712,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,35-44,Families,Private motor vehicle,148004.9864,3682232.351,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,72910.30333,437848.4221,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,25-34,Younger Independents,Bus/Coach/taxi,49095.94041,4766514.857,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,45-54,Families,Private motor vehicle,52042.66864,1531406.627,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,25-34,Families,Private motor vehicle,61738.603,308965.8191,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",East of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,72910.30333,2189242.111,1
2022,QTR 2,01/06/2022,Edinburgh & the Lothians,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",East of Scotland,Scotland,16-24,Younger Independents,"Train, underground train, tram",39337.46087,748072.2737,1
2022,QTR 2,01/06/2022,Fife,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,16-24,Younger Independents,"Walk, Bicycle",49339.55048,1481494.613,1
2022,QTR 2,01/06/2022,Fife,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,73190.94874,0,1
2022,QTR 2,01/06/2022,Fife,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,91637.38125,733746.9184,1
2022,QTR 2,01/06/2022,Fife,Visited friends or relatives,West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,36269.84504,726037.9625,1
2022,QTR 2,01/06/2022,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,61767.4191,0,2
2022,QTR 2,01/06/2022,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,35-44,Older Independents,Bus/Coach/taxi,42287.13898,2539470.587,1
2022,QTR 2,01/06/2022,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,35-44,Families,Private motor vehicle,145820.6067,3283863.166,1
2022,QTR 2,01/06/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,49095.94041,1228483.211,1
2022,QTR 2,01/06/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",36525.36352,1096729.272,1
2022,QTR 2,01/06/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,45-54,Families,Private motor vehicle,50089.28561,4612286.736,1
2022,QTR 2,01/06/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,45-54,Families,Private motor vehicle,64754.82507,5638648.476,1
2022,QTR 2,01/06/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,16-24,Younger Independents,"Train, underground train, tram",49339.55048,6913641.529,1
2022,QTR 2,01/06/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,35-44,Families,"Train, underground train, tram",143673.3197,3595007.237,1
2022,QTR 2,01/06/2022,Glasgow & Clyde Valley,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,25-34,Families,"Walk, Bicycle",49218.31818,0,1
