survey_year,survey_quarter,month_start_date,region,main_activity,region_of_residence,country_of_residence,age_group,LifeStage,transport_type,place_visits,place_spend,sample
2023,QTR 2,01/06/2023,Ayrshire & Arran,Took part in hobbies and interests,West of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,47244.75557,1418595.228,1
2023,QTR 2,01/06/2023,Ayrshire & Arran,Visited friends or relatives,West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,45219.23462,1244627.907,1
2023,QTR 2,01/06/2023,Ayrshire & Arran,Visited friends or relatives,West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,283015.939,2124495.384,2
2023,QTR 2,01/06/2023,Ayrshire & Arran,Went sightseeing and exploring areas,West of Scotland,Scotland,25-34,Families,Private motor vehicle,102290.4204,2559520.46,1
2023,QTR 2,01/06/2023,Ayrshire & Arran,Went sightseeing and exploring areas,East of Scotland,Scotland,16-24,Families,Private motor vehicle,66809.42978,785704.5447,1
2023,QTR 2,01/06/2023,Ayrshire & Arran,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,25-34,Families,Private motor vehicle,122748.5044,614284.9105,1
2023,QTR 2,01/06/2023,Dumfries & Galloway,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",South of Scotland,Scotland,25-34,Families,"Walk, Bicycle",306871.2611,5528564.195,1
2023,QTR 2,01/06/2023,Dumfries & Galloway,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",South of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,62892.43087,3273296.592,1
2023,QTR 2,01/06/2023,Dumfries & Galloway,Went sightseeing and exploring areas,West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,45437.30885,2364828.106,1
2023,QTR 2,01/06/2023,Dundee & Angus,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,45437.30885,329711.611,1
2023,QTR 2,01/06/2023,Dundee & Angus,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,45219.23462,2217700.635,1
2023,QTR 2,01/06/2023,Dundee & Angus,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,35-44,Families,Private motor vehicle,67828.85193,4299623.68,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",East of Scotland,Scotland,35-44,Families,Private motor vehicle,71549.97896,358066.0524,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,25-34,Families,"Train, underground train, tram",45437.30885,5002520.994,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,25-34,Families,Private motor vehicle,61374.25222,1689283.504,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",East of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,554331.2393,39712707.75,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,35-44,Older Independents,Bus/Coach/taxi,30336.11681,607258.5204,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,55-64,Older Independents,Other,124577.1713,8354046.756,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",45437.30885,4365836.504,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,30480.6583,6254057.027,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,61374.25222,2610096.585,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,25-34,Families,"Train, underground train, tram",45437.30885,5275385.775,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,16-24,Families,Private motor vehicle,66809.42978,7890479.683,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,35-44,Older Independents,Bus/Coach/taxi,45219.23462,1312516.702,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",South of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",61374.25222,1504998.031,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,Took part in hobbies and interests,East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,34282.59444,525416.1482,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,Took part in other leisure activities,East of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",32364.79867,4502682.699,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,61374.25222,3917308.297,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,Visited friends or relatives,East of England,England,16-24,Younger Independents,Private motor vehicle,214652.8469,0,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,Visited friends or relatives,West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,36830.33564,0,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,Visited friends or relatives,North of Scotland,Scotland,25-34,Families,Private motor vehicle,45437.30885,5457295.63,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,Visited friends or relatives,East of Scotland,Scotland,35-44,Older Independents,Bus/Coach/taxi,45219.23462,1991404.652,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,Visited friends or relatives,West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,45219.23462,653743.9513,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,Went sightseeing and exploring areas,East of England,England,35-44,Families,"Train, underground train, tram",78941.48293,10864046.41,1
2023,QTR 2,01/06/2023,Edinburgh & the Lothians,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",East of Scotland,Scotland,35-44,Families,Bus/Coach/taxi,168115.1992,2523956.537,1
2023,QTR 2,01/06/2023,Fife,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",East of Scotland,Scotland,35-44,Families,Private motor vehicle,62008.17544,52936.06648,1
2023,QTR 2,01/06/2023,Fife,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,89079.2397,2451843.969,1
2023,QTR 2,01/06/2023,Fife,Visited friends or relatives,East of Scotland,Scotland,16-24,Younger Independents,"Train, underground train, tram",66809.42978,1838882.977,1
2023,QTR 2,01/06/2023,Fife,Went sightseeing and exploring areas,East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,45437.30885,214984.3733,1
2023,QTR 2,01/06/2023,Fife,Went sightseeing and exploring areas,East of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,75955.07539,3268954.594,1
2023,QTR 2,01/06/2023,Fife,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,35-44,Families,Private motor vehicle,67828.85193,0,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",North of Scotland,Scotland,25-34,Families,Bus/Coach/taxi,30480.6583,120810.0772,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",East of Scotland,Scotland,55-64,Older Independents,Bus/Coach/taxi,36830.33564,1013729.311,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,238942.8029,6576734.067,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,80202.03132,0,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,16-24,Families,Private motor vehicle,41751.4178,73129.55154,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,97365.66182,682161.9537,2
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",East of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,31328.97902,1473763.286,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,35-44,Families,Bus/Coach/taxi,63201.56042,9868156.602,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,35-44,Older Independents,"Walk, Bicycle",30336.11681,0,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,163664.6726,9828558.568,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,45-54,Families,"Train, underground train, tram",32217.87094,1257607.382,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,35-44,Older Independents,"Train, underground train, tram",45219.23462,4254364.483,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",61374.25222,39712707.75,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,45-54,Families,Private motor vehicle,89116.11521,2146251.574,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,35-44,Families,Private motor vehicle,62008.17544,775787.1812,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,29997.27013,6004755.979,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,89079.2397,2451843.969,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,60292.31283,2715551.798,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Took part in a health or wellbeing experience (e.g. spa, retreat, gym etc.)",West of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,47244.75557,1655027.766,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,Took part in hobbies and interests,West of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,238942.8029,0,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,Took part in hobbies and interests,East of England,England,35-44,Families,"Train, underground train, tram",40865.45581,32557649.89,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,Took part in other leisure activities,East of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,111349.0496,2451843.969,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,45437.30885,1819098.543,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,66837.08641,1839644.206,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,35-44,Families,Private motor vehicle,105335.934,1581435.353,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,Went sightseeing and exploring areas,West of Scotland,Scotland,16-24,Younger Independents,"Train, underground train, tram",94489.51113,0,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,Went sightseeing and exploring areas,South East Wales,Wales,16-24,Younger Independents,"Train, underground train, tram",24972.56588,2262014.478,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,Went sightseeing and exploring areas,West of Scotland,Scotland,35-44,Families,"Train, underground train, tram",84057.59959,1318066.192,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,45-54,Families,"Walk, Bicycle",96653.61283,2063765.961,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,30480.6583,0,1
2023,QTR 2,01/06/2023,Glasgow & Clyde Valley,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",West of Scotland,Scotland,35-44,Families,Private motor vehicle,63201.56042,632574.1412,1
2023,QTR 2,01/06/2023,Highlands & Islands,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",London,England,16-24,Families,Private motor vehicle,398112.6281,0,1
2023,QTR 2,01/06/2023,Highlands & Islands,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",North West,England,16-24,Younger Independents,"Train, underground train, tram",107393.789,0,1
2023,QTR 2,01/06/2023,Highlands & Islands,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,36830.33564,0,1
2023,QTR 2,01/06/2023,Highlands & Islands,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",South West Wales,Wales,35-44,Families,Private motor vehicle,37930.19812,1581821.605,1
2023,QTR 2,01/06/2023,Highlands & Islands,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,55-64,Older Independents,"Walk, Bicycle",36830.33564,0,1
2023,QTR 2,01/06/2023,Highlands & Islands,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,61374.25222,1211663.563,1
2023,QTR 2,01/06/2023,Highlands & Islands,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",South West Wales,Wales,16-24,Younger Independents,Private motor vehicle,29824.874,820908.8638,1
2023,QTR 2,01/06/2023,Highlands & Islands,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,25-34,Families,Private motor vehicle,45437.30885,2160179.52,1
2023,QTR 2,01/06/2023,Highlands & Islands,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West Midlands,England,35-44,Families,"Train, underground train, tram",186513.1954,29681805.88,1
2023,QTR 2,01/06/2023,Highlands & Islands,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North of Scotland,Scotland,25-34,Families,Private motor vehicle,74993.17533,2852259.09,1
2023,QTR 2,01/06/2023,Perthshire,Took part in hobbies and interests,East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,29997.27013,825653.9471,1
2023,QTR 2,01/06/2023,Perthshire,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,179207.1022,4932550.55,1
2023,QTR 2,01/06/2023,Perthshire,Went sightseeing and exploring areas,East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,45437.30885,2149843.733,1
2023,QTR 2,01/06/2023,Scottish Borders,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",East of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,47244.75557,2364325.38,1
2023,QTR 2,01/06/2023,Scottish Borders,Visited friends or relatives,East of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,45219.23462,0,1
2023,QTR 2,01/06/2023,Scottish Borders,Went sightseeing and exploring areas,Yorkshire and The Humber,England,45-54,Families,Private motor vehicle,99264.66407,2061562.054,1
2023,QTR 2,01/06/2023,Scottish Borders,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",South of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,80202.03132,1605458.18,1
2023,QTR 2,01/06/2023,Stirling & Forth Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",East of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",113593.2721,2546737.961,2
2023,QTR 2,01/06/2023,Stirling & Forth Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",East of Scotland,Scotland,35-44,Families,Private motor vehicle,126403.1208,1581435.353,1
2023,QTR 2,01/06/2023,Stirling & Forth Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,29997.27013,0,1
2023,QTR 2,01/06/2023,Stirling & Forth Valley,Took part in hobbies and interests,East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,34282.59444,1576248.444,1
2023,QTR 2,01/06/2023,Stirling & Forth Valley,Took part in hobbies and interests,East of Scotland,Scotland,25-34,Families,Private motor vehicle,70753.98473,4957155.896,1
2023,QTR 2,01/06/2023,Stirling & Forth Valley,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,16-24,Younger Independents,Other,267237.7191,0,1
2023,QTR 2,01/06/2023,Stirling & Forth Valley,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,16-24,Younger Independents,"Walk, Bicycle",31313.56335,626824.7275,1
2023,QTR 2,01/06/2023,Stirling & Forth Valley,Visited friends or relatives,East of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",45437.30885,909549.2716,1
2023,QTR 2,01/06/2023,Stirling & Forth Valley,Went sightseeing and exploring areas,North of Scotland,Scotland,25-34,Families,Bus/Coach/taxi,40640.87773,0,1
2023,QTR 2,01/06/2023,Stirling & Forth Valley,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,561414.2192,12362027.99,2
2023,QTR 2,01/06/2023,Stirling & Forth Valley,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,45-54,Families,Bus/Coach/taxi,54927.92446,1660289.286,1
2023,QTR 2,01/06/2023,Stirling & Forth Valley,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North of Scotland,Scotland,25-34,Families,Private motor vehicle,47169.32315,3776880.683,1
2023,QTR 3,01/07/2023,"Aberdeen, Aberdeenshire & Moray Speyside","Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",North of Scotland,Scotland,45-54,Families,Private motor vehicle,101275.9604,1858366.802,1
2023,QTR 3,01/07/2023,"Aberdeen, Aberdeenshire & Moray Speyside","Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,35774.07443,6713566.76,1
2023,QTR 3,01/07/2023,"Aberdeen, Aberdeenshire & Moray Speyside",Took part in hobbies and interests,North of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,36717.673,1102503.655,1
2023,QTR 3,01/07/2023,"Aberdeen, Aberdeenshire & Moray Speyside","Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",North of Scotland,Scotland,25-34,Families,Private motor vehicle,57861.61427,1469536.002,1
2023,QTR 3,01/07/2023,"Aberdeen, Aberdeenshire & Moray Speyside",Visited friends or relatives,West of Scotland,Scotland,25-34,Families,Private motor vehicle,35833.40263,2151904.201,1
2023,QTR 3,01/07/2023,"Aberdeen, Aberdeenshire & Moray Speyside",Visited friends or relatives,North of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,62763.33592,1727517.064,1
2023,QTR 3,01/07/2023,"Aberdeen, Aberdeenshire & Moray Speyside",Visited friends or relatives,North of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,158650.7664,3969774.307,1
2023,QTR 3,01/07/2023,"Aberdeen, Aberdeenshire & Moray Speyside",Visited friends or relatives,North of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,36717.673,275625.9139,1
2023,QTR 3,01/07/2023,"Aberdeen, Aberdeenshire & Moray Speyside","Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North of Scotland,Scotland,25-34,Families,Private motor vehicle,59722.33771,0,1
2023,QTR 3,01/07/2023,"Aberdeen, Aberdeenshire & Moray Speyside","Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North of Scotland,Scotland,25-34,Younger Independents,"Walk, Bicycle",43396.2107,0,1
2023,QTR 3,01/07/2023,"Aberdeen, Aberdeenshire & Moray Speyside","Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North of Scotland,Scotland,16-24,Younger Independents,"Walk, Bicycle",34984.3914,350153.0848,1
2023,QTR 3,01/07/2023,"Aberdeen, Aberdeenshire & Moray Speyside","Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",North of Scotland,Scotland,65-74,Retirement Age,Bus/Coach/taxi,193092.757,1352843.804,1
2023,QTR 3,01/07/2023,Argyll & the Isles,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,45-54,Families,Private motor vehicle,34255.784,4422901.376,1
2023,QTR 3,01/07/2023,Argyll & the Isles,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,35-44,Families,Water or Air Transport,35774.07443,7895154.51,1
2023,QTR 3,01/07/2023,Argyll & the Isles,Took part in hobbies and interests,West of Scotland,Scotland,35-44,Older Independents,Other,35774.07443,1109976.371,1
2023,QTR 3,01/07/2023,Argyll & the Isles,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,45-54,Families,Private motor vehicle,43717.31778,765729.1685,1
2023,QTR 3,01/07/2023,Argyll & the Isles,Went sightseeing and exploring areas,West of Scotland,Scotland,25-34,Families,Private motor vehicle,35833.40263,4483133.751,1
2023,QTR 3,01/07/2023,Ayrshire & Arran,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,35833.40263,717301.4002,1
2023,QTR 3,01/07/2023,Ayrshire & Arran,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,68511.568,1542872.574,2
2023,QTR 3,01/07/2023,Ayrshire & Arran,Took part in other leisure activities,West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,57701.36613,385015.7273,1
2023,QTR 3,01/07/2023,Ayrshire & Arran,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,25-34,Families,Bus/Coach/taxi,86792.42141,1085864.041,1
2023,QTR 3,01/07/2023,Ayrshire & Arran,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,74598.52826,746644.5391,1
2023,QTR 3,01/07/2023,Ayrshire & Arran,Visited friends or relatives,West of Scotland,Scotland,45-54,Families,Private motor vehicle,137023.136,1988591.316,2
2023,QTR 3,01/07/2023,Ayrshire & Arran,Visited friends or relatives,South of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,34255.784,994295.6582,1
2023,QTR 3,01/07/2023,Ayrshire & Arran,Visited friends or relatives,West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,37299.26413,559983.4043,1
2023,QTR 3,01/07/2023,Ayrshire & Arran,Visited friends or relatives,West of Scotland,Scotland,16-24,Families,Private motor vehicle,43730.48925,1015443.946,1
2023,QTR 3,01/07/2023,Ayrshire & Arran,Went sightseeing and exploring areas,West of Scotland,Scotland,25-34,Families,Bus/Coach/taxi,86792.42141,3800524.143,1
2023,QTR 3,01/07/2023,Ayrshire & Arran,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,47698.76591,2697361.934,1
2023,QTR 3,01/07/2023,Ayrshire & Arran,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,35249.95097,70562.20547,1
2023,QTR 3,01/07/2023,Ayrshire & Arran,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,111897.7924,261325.5887,1
2023,QTR 3,01/07/2023,Dumfries & Galloway,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,56963.71775,190046.8627,1
2023,QTR 3,01/07/2023,Dumfries & Galloway,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,35833.40263,125527.745,1
2023,QTR 3,01/07/2023,Dumfries & Galloway,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",South of Scotland,Scotland,35-44,Families,Private motor vehicle,38753.09358,193936.706,1
2023,QTR 3,01/07/2023,Dumfries & Galloway,Visited friends or relatives,London,England,16-24,Younger Independents,Private motor vehicle,79744.27649,2314627.739,1
2023,QTR 3,01/07/2023,Dundee & Angus,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",East of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,59436.4012,1725178.897,1
2023,QTR 3,01/07/2023,Dundee & Angus,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",East of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,42722.78831,1069013.603,1
